"english",87
"basis",86
"setting",86
"designed",86
"specific",86
"something",86
"drive",86
"rst",86
"crucial",86
"outside",86
"interprofessional",86
"meals",85
"rely",85
"addressing",85
"challenge",85
"existing",85
"analysis",85
"drug",84
"developing",84
"nd",84
"experienced",84
"minority",84
"whether",84
"coalition",84
"choices",84
"visit",83
"charter",83
"teach",83
"started",83
"either",83
"dollar",83
"eligible",83
"meaningful",83
"victim",83
"trauma",82
"outreach",82
"culture",82
"met",82
"operate",82
"allowing",82
"birth",82
"graduates",82
"integration",82
"recommended",82
"truly",82
"reason",82
"unfortunately",82
"britain",82
"burden",82
"crila",82
"extend",81
"opposed",81
"detrimental",81
"county",81
"ultimately",81
"lower",81
"communitybased",81
"mean",81
"single",81
"eliminated",81
"begin",81
"grade",81
"love",80
"stop",80
"reasons",80
"fatherhood",80
"london",80
"coordination",80
"mandated",80
"farmington",80
"outpatient",79
"businesses",79
"didnt",79
"equal",79
"apartment",79
"ma",79
"invest",79
"compared",78
"toward",78
"period",78
"largest",78
"represents",78
"preserve",78
"racs",78
"agriculture",78
"pregnancy",78
"highly",78
"majority",78
"plans",78
"negatively",78
"ill",78
"employee",78
"particularly",78
"generation",78
"lowincome",77
"retention",77
"bridge",77
"fear",77
"vote",77
"enrolled",77
"recognize",77
"half",77
"ef",77
"solution",77
"reading",77
"might",77
"y",77
"psychiatric",77
"nation",77
"negative",77
"park",77
"assessment",77
"known",77
"consolidation",77
"stamford",77
"staffing",77
"practice",77
"childs",76
"fewer",76
"skilled",76
"expenses",76
"thus",76
"session",76
"dr",76
"accountability",76
"according",76
"participate",76
"aware",76
"struggle",76
"ages",76
"improvement",75
"shared",75
"father",75
"parenting",75
"engagement",75
"finally",75
"true",75
"takes",75
"step",75
"common",75
"fees",75
"elementary",75
"treat",75
"challenging",75
"windsor",74
"costly",74
"demand",74
"function",74
"variety",74
"security",74
"else",74
"gm",74
"seeking",74
"doors",74
"becoming",74
"positions",74
"agricultural",74
"solutions",74
"improved",74
"clear",74
"wanted",74
"passed",74
"nurses",73
"ceo",73
"heaith",73
"elm",73
"malloys",73
"asthma",73
"participants",73
"ms",73
"hear",73
"looking",73
"tremendous",73
"factors",73
"administrator",73
"poor",72
"reaching",72
"acute",72
"limit",72
"affected",72
"trying",72
"middle",72
"succeed",72
"technical",72
"campus",72
"contribute",72
"connecting",72
"asked",72
"fairfield",72
"actually",72
"clinic",72
"faced",72
"yale",72
"institution",72
"physicians",71
"ihave",71
"sites",71
"application",71
"coming",71
"rehabilitation",71
"guidance",71
"husband",71
"towards",71
"environmental",71
"nonprofits",71
"requirements",71
"paying",71
"nutrition",71
"foster",71
"energy",71
"civil",71
"six",71
"easy",71
"tools",71
"active",71
"otherwise",71
"danbury",70
"disparities",70
"payments",70
"police",70
"closing",70
"educate",70
"greatly",70
"coverage",70
"childcare",70
"mothers",70
"idea",70
"transitional",70
"competitive",70
"associated",70
"responsibility",70
"numerous",70
"obstacles",70
"track",70
"called",70
"effects",69
"elders",69
"saving",69
"lists",69
"men",69
"ensuring",69
"responsible",69
"whole",69
"experiment",69
"though",69
"healths",69
"gives",69
"began",69
"encourage",68
"door",68
"importantly",68
"juvenile",68
"competence",68
"read",68
"bed",68
"recognized",68
"identify",68
"billion",68
"ll",68
"rd",68
"caring",68
"taken",68
"prescription",68
"capital",68
"hot",68
"settings",68
"power",68
"relationships",68
"responsibilities",68
"trained",67
"reject",67
"similar",67
"xxx",67
"deserve",67
"foreclosure",67
"medication",67
"cris",67
"decrease",67
"successfully",67
"approved",67
"structure",67
"travel",66
"neglect",66
"thanks",66
"wouldnt",66
"representing",66
"mentally",66
"type",66
"academy",66
"sq",66
"regular",66
"aa",66
"vice",66
"norwich",66
"response",66
"body",66
"dissemination",65
"magnet",65
"biotechnology",65
"activity",65
"contracting",65
"website",65
"accessible",65
"break",65
"demographics",65
"teaching",65
"hand",64
"standards",64
"pipeline",64
"interpreting",64
"cover",64
"construction",64
"try",64
"site",64
"man",64
"administrative",64
"occupations",64
"migrant",64
"december",64
"vision",63
"beds",63
"news",63
"representation",63
"transfer",63
"email",63
"tuition",63
"focused",63
"understanding",63
"disorder",63
"receives",63
"convenience",63
"neighborhood",63
"brother",63
"oversight",62
"inpatient",62
"utilize",62
"middlesex",62
"responds",62
"keeping",62
"engage",62
"cm",62
"taught",62
"curriculum",62
"utilizes",62
"fee",62
"nurturing",62
"creates",62
"aim",62
"anyone",62
"consistent",62
"developed",62
"complete",62
"lam",62
"legislation",62
"attended",62
"wide",62
"libraries",62
"union",61
"impacted",61
"tonight",61
"amazing",61
"commissions",61
"above",61
"evidence",61
"en",61
"et",61
"criminal",61
"representatives",61
"policies",61
"ww",61
"happen",61
"educated",61
"saved",61
"diagnosed",61
"andor",61
"interest",60
"mmm",60
"teams",60
"gave",60
"kind",60
"shows",60
"gerratana",60
"medicare",60
"previous",60
"independently",60
"hands",60
"courts",60
"changed",60
"advance",60
"authority",60
"autism",60
"expected",60
"emotional",60
"sources",60
"abi",60
"magma",59
"enfield",59
"expertise",59
"functions",59
"honorable",59
"sense",59
"deficit",59
"wait",59
"dillon",59
"peers",59
"pacific",59
"underserved",59
"stem",59
"subject",59
"voter",59
"south",59
"choose",59
"moving",59
"investing",58
"box",58
"prehealth",58
"commpact",58
"aaa",58
"award",58
"husky",58
"political",58
"volunteers",58
"sustain",58
"harder",58
"museum",58
"institute",58
"machining",58
"municipalities",58
"former",57
"huge",57
"placement",57
"train",57
"cause",57
"enrollment",57
"professor",57
"moved",57
"places",57
"injuries",57
"doesnt",57
"visitors",57
"considered",57
"bank",57
"applied",57
"informed",57
"secondary",57
"urban",57
"registered",57
"wellness",57
"constituents",57
"emma",56
"night",56
"peer",56
"hour",56
"leaving",56
"participating",56
"qu",56
"capitol",56
"rest",56
"wm",56
"elected",56
"dignity",56
"talk",56
"component",56
"stand",56
"nothing",56
"knew",56
"provision",56
"involvement",56
"employed",56
"big",56
"cils",56
"seeks",56
"proposals",55
"chsc",55
"goes",55
"participant",55
"nonprot",55
"compliance",55
"preventing",55
"summary",55
"changing",55
"pa",55
"resulting",55
"perform",55
"remains",55
"johnson",55
"drugs",55
"certain",55
"portion",55
"certification",55
"valley",55
"taxpayers",55
"engaged",54
"survey",54
"north",54
"void",54
"deal",54
"leading",54
"allocated",54
"balance",54
"prepare",54
"pride",54
"ten",54
"presented",54
"january",54
"officer",54
"semester",54
"reality",54
"coordinate",54
"offering",54
"obligations",54
"depression",54
"universities",54
"increasingly",53
"explore",53
"incredible",53
"decades",53
"relationship",53
"anything",53
"ee",53
"projected",53
"examples",53
"sustainable",53
"budgeting",53
"implementation",53
"personnel",53
"institutional",53
"released",53
"strengthen",53
"table",53
"calls",53
"option",53
"placed",52
"participation",52
"regardless",52
"clinics",52
"section",52
"led",52
"strive",52
"reconsider",52
"strategy",52
"debt",52
"scientists",52
"certainly",52
"suffer",52
"oak",52
"healthier",52
"england",52
"signicant",52
"discuss",52
"fellow",52
"connect",52
"sustained",52
"behavior",52
"seriously",51
"inhouse",51
"enhance",51
"nancial",51
"teens",51
"imagine",51
"secure",51
"benets",51
"hesitate",51
"companies",51
"ie",51
"id",51
"generated",51
"wages",51
"educators",51
"protecting",51
"events",51
"worse",51
"respect",51
"matters",51
"division",51
"implemented",51
"promoting",51
"likewise",51
"cts",51
"kane",51
"campaign",51
"bad",51
"follows",51
"adjustment",51
"municipal",50
"sound",50
"collegiate",50
"preventive",50
"consolidate",50
"knowing",50
"combined",50
"referred",50
"dph",50
"assure",50
"mi",50
"chairman",50
"meetings",50
"held",50
"quickly",50
"z",50
"appropriation",49
"soil",49
"thats",49
"wasnt",49
"perspective",49
"specialized",49
"rising",49
"susan",49
"avoid",49
"remember",49
"robert",49
"www",49
"imperative",49
"mama",49
"regions",49
"mandate",49
"path",49
"mu",49
"revenues",49
"enable",49
"appointment",49
"caes",49
"nfn",49
"mind",49
"prepared",49
"reinstate",49
"note",49
"woman",49
"suicide",49
"americans",49
"mary",49
"improvements",49
"commissioners",49
"rape",49
"memorial",48
"land",48
"interests",48
"innovative",48
"accessibility",48
"beginning",48
"alcohol",48
"phd",48
"count",48
"space",48
"creation",48
"form",48
"citizen",48
"performed",48
"tel",48
"stable",48
"cross",48
"resulted",48
"saw",48
"norwalk",48
"managed",48
"labor",48
"art",48
"symptoms",47
"deserves",47
"john",47
"techniques",47
"charities",47
"disorders",47
"beth",47
"govemors",47
"associate",47
"grades",47
"question",47
"friend",47
"countless",47
"assistant",47
"terms",47
"wonderful",47
"depend",47
"shift",47
"units",47
"equity",47
"determine",47
"write",47
"statement",47
"treated",47
"thought",47
"percentage",47
"availability",47
"karen",47
"advanced",47
"enforcement",46
"secretary",46
"test",46
"lived",46
"gain",46
"speaking",46
"performance",46
"breaks",46
"pilot",46
"hurt",46
"invested",46
"impossible",46
"starting",46
"western",46
"head",46
"types",46
"scal",46
"northwestern",46
"cam",46
"completely",46
"budgetary",46
"stories",46
"add",46
"reduces",46
"thursday",46
"continuum",46
"womens",46
"branford",46
"chief",46
"identified",46
"courses",45
"proposes",45
"hiring",45
"sent",45
"clearly",45
"ch",45
"consolidated",45
"hire",45
"substantial",45
"shelters",45
"enjoy",45
"effectiveness",45
"targeted",45
"typically",45
"efficient",45
"harm",45
"reverse",45
"raising",45
"decreased",45
"firsthand",45
"saying",44
"wouid",44
"undergraduate",44
"cms",44
"profession",44
"threaten",44
"stigma",44
"absolutely",44
"managing",44
"fight",44
"shown",44
"nine",44
"costeffective",44
"transit",44
"daunting",44
"remediation",44
"yhsc",44
"weeks",44
"finding",44
"reported",44
"hold",44
"referral",44
"grown",44
"graduation",44
"solar",44
"medications",44
"blind",43
"direction",43
"steps",43
"nurse",43
"immediate",43
"puerto",43
"opioid",43
"requests",43
"decade",43
"stability",43
"km",43
"putting",43
"fulltime",43
"communication",43
"standard",43
"eat",43
"completed",43
"july",43
"statute",43
"reports",43
"self",42
"third",42
"membership",42
"incarceration",42
"minimum",42
"exams",42
"caregiver",42
"applications",42
"gone",42
"stated",42
"closely",42
"manchester",42
"homeowners",42
"chronically",42
"mentoring",42
"hi",42
"thomas",42
"enter",42
"generate",42
"camp",42
"laws",42
"message",42
"materials",42
"solve",42
"readily",42
"advice",42
"conducted",42
"critically",42
"catholic",42
"timely",42
"monthly",42
"trainings",42
"visiting",42
"cycle",42
"milford",42
"feeling",41
"wants",41
"attendance",41
"ema",41
"equipment",41
"utilities",41
"sfy",41
"letter",41
"rent",41
"financially",41
"exist",41
"allocation",41
"al",41
"fire",41
"co",41
"de",41
"pain",41
"bus",41
"added",41
"measures",41
"rm",41
"contributing",41
"welfare",41
"bioscience",41
"attorneys",41
"doctors",41
"testifying",41
"kindergarten",41
"math",41
"submitting",41
"amongst",41
"statutory",41
"coordinated",41
"bond",41
"mandates",41
"snap",41
"cities",41
"minimize",41
"apply",41
"operation",40
"adopted",40
"historical",40
"heroin",40
"accredited",40
"lets",40
"isnt",40
"chose",40
"hm",40
"pleased",40
"heavily",40
"ahead",40
"evidencebased",40
"instruction",40
"waivers",40
"remaining",40
"diagnosis",40
"fill",40
"simple",40
"naeyc",40
"outcome",40
"check",40
"yam",40
"esteemed",40
"apaac",40
"jane",40
"addresses",40
"behaviors",40
"potentially",40
"encouraged",40
"lean",40
"realize",39
"born",39
"drop",39
"death",39
"northwest",39
"previously",39
"survive",39
"century",39
"reached",39
"payment",39
"supplies",39
"mum",39
"company",39
"rescissions",39
