"areas",183
"role",182
"questions",182
"create",182
"beyond",181
"recovery",180
"teen",180
"approximately",179
"justice",179
"concerns",179
"facilities",179
"away",178
"several",178
"american",177
"potential",177
"marketing",177
"ever",177
"share",177
"progress",176
"middletown",175
"towns",174
"district",174
"respite",173
"loss",173
"direct",173
"contract",173
"waterbury",173
"cultural",173
"illness",172
"required",172
"leave",172
"nonprofit",171
"successful",171
"seen",171
"deliver",171
"invaluable",171
"systems",170
"voice",170
"never",170
"initiative",170
"list",169
"operating",169
"society",169
"remain",168
"attend",168
"individual",168
"stay",167
"spending",167
"reach",167
"experiences",166
"collaborative",166
"learned",164
"things",164
"benefit",164
"testify",163
"chronic",163
"activities",163
"levels",163
"caregivers",163
"around",162
"myself",162
"serving",161
"environment",161
"strong",160
"poverty",160
"medicine",160
"domestic",160
"initiatives",159
"protect",159
"example",159
"team",158
"technology",157
"disability",157
"supportive",157
"large",157
"face",157
"patient",157
"respectfully",157
"amount",157
"think",156
"oppose",156
"increasing",155
"found",155
"nearly",155
"helps",155
"building",155
"asnuntuck",154
"close",154
"http",154
"average",154
"longer",154
"almost",153
"used",153
"helping",153
"months",153
"following",152
"turn",152
"means",152
"shelter",152
"done",152
"enough",151
"dental",151
"planning",151
"2014",151
"class",151
"conservation",149
"limited",149
"concerned",149
"build",149
"west",148
"supporting",148
"afternoon",147
"independence",147
"girls",147
"friends",147
"operations",147
"allow",146
"region",146
"institutions",146
"really",146
"expand",146
"five",146
"control",146
"return",146
"recent",145
"fall",145
"ongoing",145
"persons",145
"getting",145
"grow",144
"cancer",144
"groups",144
"page",144
"veterans",143
"departments",143
"move",143
"barriers",143
"annually",142
"look",142
"continuing",142
"writing",142
"insurance",141
"require",141
"professions",141
"senior",141
"older",140
"approach",140
"sure",139
"town",139
"works",139
"oral",139
"study",139
"unique",138
"growth",138
"below",138
"restore",138
"thousands",138
"forward",137
"provider",137
"waiver",137
"industry",136
"creating",136
"four",136
"daughter",136
"valuable",136
"difference",136
"once",136
"science",135
"ranking",135
"continues",135
"down",134
"infrastructure",134
"councils",134
"items",134
"deep",134
"projects",133
"block",133
"said",133
"raise",133
"allows",133
"opposition",133
"disease",132
"value",132
"alone",132
"client",131
"save",131
"assault",131
"colleges",131
"includes",131
"severe",131
"second",131
"stress",131
"corps",130
"basic",130
"trainees",130
"protection",129
"using",129
"probate",129
"lost",129
"awareness",129
"results",129
"central",129
"dedicated",128
"capacity",128
"open",128
"focus",128
"annual",128
"partner",127
"affect",127
"fair",127
"goal",127
"likely",126
"5.75",126
"proud",126
"came",126
"history",126
"ready",126
"effect",126
"world",125
"lose",125
"themselves",125
"facing",125
"ways",125
"express",124
"classes",124
"significantly",124
"elimination",124
"increases",124
"receiving",123
"problem",123
"investments",123
"always",123
"recently",123
"least",123
"tobacco",123
"meeting",123
"eliminate",123
"review",123
"budgets",122
"breakfast",122
"attention",122
"spent",122
"commissioner",122
"request",122
"involved",122
"assist",121
"real",121
"daily",121
"growing",121
"recommendations",121
"classroom",121
"therefore",120
"counseling",120
"water",120
"multiple",120
"fortunate",120
"prevent",119
"physical",119
"partnerships",119
"written",119
"strategies",119
"against",119
"main",119
"someone",119
"learners",119
"branch",118
"develop",118
"lprac",118
"stakeholders",118
"comprehensive",118
"sector",118
"boys",118
"clrp",118
"whom",118
"lead",118
"connection",117
"diverse",117
"task",117
"offered",117
"present",117
"created",117
"conditions",117
"humanities",117
"achieve",116
"career",116
"located",116
"included",116
"little",116
"especially",116
"call",115
"commitment",115
"readiness",115
"partners",115
"reimbursement",115
"devastating",115
"mother",115
"personal",114
"options",114
"east",114
"concerning",114
"anti",113
"asian",113
"upon",113
"knowledge",112
"distinguished",112
"practices",112
"allowed",112
"legislators",112
"until",112
"hill",111
"fully",111
"country",111
"extremely",111
"importance",111
"point",111
"entire",110
"everyone",110
"permanent",110
"summer",110
"subcommittee",110
"ofce",109
"room",109
"numbers",109
"short",109
"intellectual",109
"serves",109
"appropriate",109
"ones",109
"populations",108
"farm",108
"pcsw",108
"days",108
"degree",108
"established",108
"concern",108
"consequences",108
"effectively",108
"survivors",108
"trust",108
"major",108
"achievement",108
"happy",107
"latino",107
"comes",107
"malloy",107
"volunteer",107
"transition",106
